Q9FHH5	GDU3
Q8LCQ3	At5g08565
Q53PC7	Os11g0174000
Q8TBF5	PIGX
Q8H1F7	IPK
Q41542	XTH
Q9SEK3	HXK1
Q9LK99	RABA1G
O64780	At1g61400
Q9C8P0	EMB3003
Q9UQ05	KCNH4
Q9U615	ENOL
P94078	At3g26720
Q9MBB3	cyc07
Q6AWY8	GRF1
Q9LMA1	FMO1
O23826	KIN5C
Q8IQF1	Mocs1
Q5R8E2	KLC3
Q20748	atad-3
Q08A71	PRMT6
Q7XJE5	AMC2
P37891	CBP3
Q84TH5	ABCG25
Q2FN43	trm1
Q6H442	TOP6B
Q9SHG6	STIPL1
Q8CGY8	Ogt
Q9ZU50	BAT1
Q55905	ppsA
Q8RVL1	DEK1
A3QK15	aacs
A8MQR0	WIT2
F4J8G7	VIR
Q54BF6	mcfN
Q8LGU6	CDC27B
Q9SH58	MAKR2
Q9C835	CYP21-4
O64422	Os03g0267300
Q9SR05	ANX1
Q0DQA9	CYCD5-1
O82081	UCC1
Q3E9N1	PCMP-E98
Q54F15	nubpl
O49006	PME3
P84100	Rpl19
P56383	Atp5mc2
Q9SGE9	At1g72550
P91427	pgk-1
Q84WW1	At3g12350
A0A321	atpF
Q940Q8	IRX10L
P0DJ14	RPL7A
Q8L7N4	SP1
O23970	GPXHA-1
Q0WQJ3	AVT6D
P94072	GER3
O80501	RABH1B
Q9SIV2	RPN1A
Q940Q3	ZTP29
Q9FGN0	COG7
Q9QYL8	Lypla2
P0C8Q3	At4g19890
Q0JKZ0	SNL6
Q9FMC8	OFP13
Q9ZQF1	At2g15630
Q9SFC6	GDI1
Q54C92	csn6
Q9SMP5	CYP94B3
Q55FJ5	polr3c
Q07204	FBP
Q8S8P9	ORP1B
P29693	eef1d
Q6PBF0	rpl8
Q9SQT8	EMB3004
O64592	SRO3
Q8W5R5	KIN7D
P0A9H7	cfa
Q1ZXF1	echs1
P48484	TOPP4
Q8GYY0	ACS12
O74914	hsp3101
Q4R6R4	BZW2
Q9LH76	RHM3
Q8GVE8	PPC4
Q751L1	RPL43
Q9LQL2	NPF7.3
Q7XA42	RGA1
P59015	vps18
Q9C5V6	TOP6B
Q8W4R8	PI4KG6
Q0DXS3	RDR1
Q9SAK8	CHX2
P93768	21D7
O22141	GAE4
Q84QA7	COI2
Q03943	IM30
Q09130	tif213
A9JQS7	SbtS
Q9SZF7	SHR
Q94AA4	PFK3
Q4WLM9	tpsA
Q2YDC9	PDCD2
Q42440	PAI1
Q8GUM5	At3g52640/At3g52650
Q64198	KCNJ4
Q5I085	ppp1cb
Q29PZ1	GRXC10
Q9STT7	ABCA5
P24806	XTH24
O04287	FKBP12
Q93ZS4	NIK3
P22105	TNXB
Q9SCN8	CDC48D
Q94F39	AFP3
P40392	RIC1
Q54J69	rpl10
O82391	At2g29640
Q15R47	clpX
B4PEU8	RpS9
O15118	NPC1
O00267	SUPT5H
Q09YJ3	CTTNBP2
A5A7I8	CPK5
O65679	PLR3
Q9SIN1	TTL3
O16797	RpL3
Q9LT57	CFM9
K4BWV2	NAP1
Q9ZVF6	PAHX
P21369	pncA
Q64428	Hadha
Q9D0Z3	Tmem53
Q9LKA9	B3GALT13
Q9FJF4	MBD7
Q9FMB4	AUG5
B0JUK5	trmB
F4I8I0	SUN4
Q9H6Y7	RNF167
Q54N73	7tmk1
Q84TH4	SR45A
F4HQD4	HSP70-15
Q9FLJ6	At5g61370
Q9S746	HTH
A3C039	SAP1
Q2V3I3	EPFL4
Q8W4C2	UGT72B2
P42756	RPS11
P0CH33	UBQ11
Q42059	At1g64390
Q8R3N1	Nop14
P23074	pol
Q24K16	PTGR3
O64728	STI
O43772	SLC25A20
Q8RWZ5	SD25
Q9FHN8	KIN14E
Q07536	ALDH6A1
Q9LQM7	HSFA1D
O94313	arg4
Q10S65	NAC022
Q8GXE6	AKT6
Q9SKW5	ERF055
A7XDQ9	GALT2
Q6GQ39	tmem135
Q7XMI0	Os04g0105500
Q10MQ0	XXT1
Q9ZV33	DOF2.2
Q9BQI3	EIF2AK1
Q9SND9	At3g50280
P30598	CHS1
Q9SRT7	COBL1
Q9SHZ3	NAT1
P38657	PDIA3
P0DH87	PSEUDOSRKA
Q5HZ38	GRIK2
P93033	FUM1
Q05609	CTR1
O65271	FOLD4
Q6YZZ7	GER2
Q6IM91	DVL10
Q53Q70	TGAL4
Q14691	GINS1
P21226	CHI2
Q0UIG9	MZM1
F4I933	STR8
Q9SW08	ABCG4
O82782	HISN3
Q32L22	POLR1C
Q5ZJ23	ASS1
Q94AI6	SEC6
A2A5Z6	Smurf2
B1WC58	Rbbp8
Q91ZD6	Eaf2
Q96NN9	AIFM3
Q10J20	D14L
Q10J20	Os11g0384789
Q9SVC4	OEP7
Q8R1C6	Mettl22
Q9LNJ5	BHLH13
Q9C533	PAT22
Q6CT29	RVB2
Q1PFQ9	PCMP-E34
O48726	RPN13
Q9FJD0	VPS26A
Q9M9E8	JMJ21
Q17EJ1	AAEL003813
O01802	rpl-7
Q9LYD3	DREB3
F4IHS9	UXT1
Q9FP13	SERL2
Q9M1X9	ASHH4
Q7T2D1	rdh10b
Q640T1	allc
Q39434	RAB2BV
C6L7U1	CERBERUS
Q96UF2	GPD2
Q5R4J5	SYT1
P27420	hsp-3
Q9M3B0	PME34
Q9PUB8	slc39a7
Q55G04	psmA5
O23087	ECA2
Q8RWB7	CLSC5
Q7Y001	AGO12
Q650T9	Os09g0520700
Q8H038	Os03g0144800
Q0INC5	Os12g0481100
Q945S8	ASHH3
Q9FIW4	BGLU42
Q02979	GDE1
B9FL70	KIN14K
Q8L7N0	CCT6B
Q9BQ39	DDX50
P70645	Blmh
Q8HXX1	MMUT
Q6R3K6	YSL6
A5H8G4	PER1
P43006	Slc1a2
P49245	KAS3B
Q9LVC6	VLN5
Q6NNP0	ATG16
Q9FPW6	POB1
F4JMJ1	HSP70-17
Q9SH88	At2g37990
Q7ZWJ4	rpl18a
Q8N766	EMC1
Q8W4C3	At3g25430
B9G2X9	KIN14O
Q3EDF8	At1g09900
Q9ATM3	SIP1-1
A9QM73	SMG7
Q8LFJ9	GLIP7
Q9FX01	3BETAHSD/D1
Q5UQG7	MIMI_R818
Q9FMK7	BT1
Q9LFT0	TBL19
Q869Q0	DDB_G0274527
P29620	CDKD-1
D3UAG1	UGT71A16
Q9W770	SPON1
Q00080	MEF-1
P55230	APL2
B9RU15	ATXR5
Q53GL7	PARP10
Q5H8A5	POLLUX
Q5TYM7	caiap
Q9LFR0	GMII
F4I1T7	NUP214
O04376	B'BETA
F4JWT7	DNMT2
P59271	RPS27AA
P41098	RPL34
P02350	rps3-a
Q42572	LIG1
Q9XG83	GA2OX1
Q9SL02	RAD50
A2RVK7	RRP41L
Q9M1S8	AMP1
Q8KPU2	mnmE
Q3TIX9	Usp39
Q9V3J1	VhaSFD
P21328	pol
Q9FDZ9	RPL21E
Q9FDZ9	RPL21F
Q9LTR9	NMT1
A0M4U5	ddl
F4I114	At1g09600
Q9ZR08	At4g03230
Q9ULV0	MYO5B
Q9FIA1	At5g55050
Q9S702	AK3
Q8IWF6	DENND6A
Q9JLR1	Sec61a2
Q39085	DIM
Q7X6P3	RUS1
Q496J9	SV2C
Q8VYS8	PAT09
H6TFZ4	SUS5
P93431	RCA
Q6K9N6	Os02g0621700
Q1L908	msto1
Q14191	WRN
P98205	ALA2
A2YH41	OsI_023634
Q94FL9	MYB3R4
Q9M086	DCAF1
Q8GWS3	HIPP02
Q9AXA6	Os01g0622700
Q7XTE8	GF14B
Q2R2B4	RFC1
Q9ZAE9	acbC
Q76CY8	PAIR2
Q8L7K0	RPL18AD
P51424	RPL39A
P51424	RPL39C
Q69JW2	Os02g0576700
Q10R47	ILI3
Q6BQT6	SEC23
Q10S44	BHLH3
Q6V9I6	HDT1
Q8RWQ8	FBX14
Q0J235	RL9
Q84WU0	OFUT5
P50699	At1g18250
Q86GF7	Cys
P59833	At5g19250
Q9P2S5	WRAP73
P37841	FES1
Q92MT4	R02526
P62246	Rps15a
Q93YN4	ELM1
Q54CY9	DDB_G0292624
Q9LYM2	AVT6C
P47047	MTR4
Q9VMU4	RpL37A
F4KDA6	LPA2
Q0WN01	At3g58590
Q64M78	ML4
Q9XSC3	WDR44
P49695	pkwA
A2YH64	CATB
D0EAP4	MVD1
Q9LME6	MBD8
Q9PUE4	copg2
O22131	LBD18
Q84UC7	BAC1
Q10448	SPAC12B10.15c
Q69TY4	PRXIIE-1
A6MMP5	rpl16
Q5ZJF4	PRDX6
Q9LRR7	NCED3
F4KD38	NRPC2
Q9SCW5	HSFA1E
O81787	PTF2
Q54J07	DDB_G0288447
Q6ZFR0	XAT2
Q9SVS0	At4g21770
Q9FXG3	RWA4
Q9SK09	At2g28490
C0LGG7	At1g53420
Q6H647	KIN7B
Q9SII6	PIX13
Q5AJB1	TFP1
Q5UQ97	MIMI_L539
P10733	sevA
O24454	UBP3
G7LG31	RDN2
Q9CAY1	PCMP-H52
P00890	CIT1
P34099	pkaC
I0IUP4	MCM9
O82343	At2g46260
F4K6F1	XLT2
B4SEI0	gpmA
Q6GKX7	GASA12
Q9STF3	CRR2
Q8CGZ2	Ssx2ip
F4IMH3	NOC4
Q8W171	Cyp1
Q9ULC5	ACSL5
P87055	SPAC57A10.07
Q9LXC0	At5g09550
P49210	RPL9
P93157	AnnGh1
Q8L838	COG4
Q9CA27	ERF118
Q8K337	Inpp5b
Q9SCM3	RPS2D
Q42064	RPL8C
F4I037	TBL7
Q56WM6	ROPGEF14
Q851M9	AMT3-2
Q8LFS6	BRN1
P81069	Gabpb2
G4MQX3	MIP11
Q9TU66	SNRPB
P43394	pKIWI502
Q5WA72	PDIL1-5
F4I5Q6	XI-A
Q75J39	CR4
K4PW38	RSS3
O81053	FUT2
D3U717	ADT3
Q9LJX5	At3g20240
F4IL30	POP1
Q94CU5	NEK5
Q8GWB2	NDX1
Q6ID77	MED11
Q6K3R5	NCL2
Q54N48	clp1
Q52RG7	SPL
Q54VM2	mdhC
Q5IBL2	ycf3
Q8GWJ4	OSB3
Q5ABD0	SNF7
Q8RXK2	SDN3
Q8LPL2	NPF1.1
C0LGK4	At2g16250
Q9LET7	CIP111
Q15PR4	tal
Q9M2Y4	PCMP-E84
E9PAV3	NACA
Q9FE20	PBS1
Q9SZ46	CYP82C4
Q67Y69	WDL7
P0CU27	CTHT_0041970.1
Q55E06	alad
Q9LS88	At3g23020
F4IRR2	SAD2
Q9C518	TCP8
O96876	TCP17
F4JYE9	DHFS
Q3V3N7	Bbs1
Q8GXT3	BHLH123
A7GG22	tsf
Q52QH4	NAC068
P0C1U4	GLU1
A7GUH9	gcvH
P0CO08	SYF1
B9DFG3	ISE2
Q66GP9	NOA1
Q4JIJ3	MTR
Q6BN88	ATG26
Q4V3D2	A36
Q6DHL5	lrrc57
Q94BT2	AIR12
Q80UJ7	Rab3gap1
Q94E49	PID2
Q93VT8	ACLB-1
Q9LM93	DPMS1
O48791	SCAB1
Q9FKM5	XRCC3
Q08A72	EML4
A1L1F4	pds5a
P0C954	gel2
Q54QR2	psmB7
Q9QZD8	Slc25a10
Q58DN4	PPME1
Q9C667	CPN60B4
Q9SMR2	TFCC
Q9UET6	FTSJ1
Q7XPJ0	KIN14I
O82179	GDH2
A9LLI8	RRP6L3
Q54EY2	eif2b2
Q84VV6	HINT4
Q9N5Y2	art-1
Q9XIP8	CDI
Q9N1Q0	SNRPB
Q9ZVJ4	CYP22
Q9S9N8	NRAMP6
Q6EU14	AGO1A
P52873	Pc
F4IK45	CYP709B2
Q0PGJ6	AKR4C9
O23278	At4g14190
Q94AP3	WAT1
F4IHJ0	SFH8
O80574	DAPB1
Q9S795	ALDH10A8
Q8L731	DTX12
Q8LDW6	ENDO3
P0DKH5	RRS1
Q6NMR9	At5g45920
F6H9A9	THI1-1
Q7M767	Ube2v2
Q922R0	Prkx
A0CCD2	Ppx4
A3C057	SPL17
Q12200	NCR1
Q6K881	PI4KG4
Q949Q1	GAUT11
Q9LQ10	ACS10
Q5R9S1	CCDC25
Q9SJJ3	BLH8
Q551H4	fray2
Q9SV09	At3g51950
F4JLM5	At4g10320
Q6K9G3	AMT1-3
Q8H184	At1g06470
Q9M2S6	SDIR1
Q9SIQ2	At2g31550
Q9FNY0	E2FA
Q6YTW6	LFR
Q0JJZ6	Os01g0706700
F4IN69	MED33B
Q9ZU40	QSOX2
Q9ZUN3	KEA4
Q8ZRJ7	fadE
Q9LFC5	At5g01110
Q8VYW1	PAPS4
A0JMA9	katnal2
Q9M390	NPF8.1
Q96M69	LRGUK
P43296	RD19A
Q84JK2	FD
Q6VWJ6	WRKY46
Q6DBT3	txndc17
Q7FB56	ABCC15
F4HTH8	KTN80.2
Q9H977	WDR54
Q9XIG2	PLM
Q8VXV4	ATJ16
Q9XF92	BRH1
Q9LQQ0	DIR25
Q84JG2	SWI3B
Q91ZW3	Smarca5
Q9SN38	RLP51
P25777	Os04g0670200
Q99126	CHS3
Q4V398	RRT1
Q0I7U3	groEL2
F4I8R6	OFP12
P0CT84	rpl1202
A2ZW16	Os01g0651100
O08700	Vps45
O73888	HPGDS
Q9ZV25	PLL4
O64749	At2g34850
P08428	atp5f1a
Q9SK27	ENODL14
Q9DCA5	Brix1
P49076	ARF1
M4IS88	CCL3
W8JWW3	CYP72A225
Q84T61	HSFA1
Q5TD94	RSPH4A
Q9CAM7	RFC2
Q9C6B3	GAMMACA2
Q9FVQ4	PLGG1
P36247	rplL
Q9C9M6	ASF1A
Q9LZA4	At5g04060
Q9C505	ELF5A-3
P17140	let-2
O57382	tll2
Q7FAS1	GLO3
Q6DJC8	tmem53-b
Q8LPQ9	FPA
Q9SV30	GATA8
Q8H1R4	ABCI10
O42161	actb
P52481	Cap2
P48158	rpl-23
O24463	PBF
Q940J9	At1g04430
Q9QWZ1	Rad1
Q9LFR7	CXE17
F1RQM2	PGM3
P50888	RPL24
O80448	PDX11
Q9LR47	IP5P6
P35038	TRYP4
P43567	AGX1
Q42400	AAP1
Q6NME7	TEN1
A7XN92	CFM3
P16905	Pka-R1
O14435	GB-1
Q9FG05	GIS2
Q802D3	xpo4
Q9LKB9	XI-2
Q59I44	caa43
P34909	MOT2
O95628	CNOT4
Q84P24	4CLL6
Q5H7P5	EBM
Q94C98	PAT1H2
Q9LZ98	ABCI20
P0CD65	pan3
Q9U6A0	Nckx30C
P47961	RPS4
Q0PAS0	fba
Q10KF0	PAB1
Q8H991	HAZ1
Q1RIM1	topA
Q9M3B2	WSD5
Q9LX07	ANNAT7
Q56X05	EMB1444
Q0D4B2	CIPK21
Q2F637	14-3-3zeta
Q11190	let-721
Q9FLV9	SLAH3
Q892R1	dnaJ
Q8RXU6	PCN
Q66GN3	NPGR2
P51139	MSK-3
Q2HIW2	MAPR4
P31318	arg11
Q570B4	FDH
Q6A331	ALY1
D3J162	VPY
A3C4S4	GME-1
O75600	GCAT
Q8S7W9	HOX21
P48721	Hspa9
Q9FMR3	NAC090
Q9SCQ2	UPL7
O93939	EXG1
Q8GWE6	EER5
P33623	TUBA1
O22827	MOCS2
Q60870	Reep5
Q39129	STR16
O22993	FTSHI1
F4HSU3	OFUT6
Q9FHK4	EDR4
Q94JG1	NRT2.3
Q8S2G4	GCD1
Q6ZA27	BURP12
Q7X7E9	LIG4
Q6UPE0	Chdh
Q8BN21	Vrk2
A1L4V7	At3g26115
Q9SJG9	MPK20
Q9ZT48	ATE1
Q9M9Q6	SCPL50
Q4DJ07	Tc00.1047053511287.49
Q9FH54	ERF114
Q8VZJ9	CRCK2
Q8L4J2	CSTF50
Q9XZ71	TNT
Q9FIJ4	RAD52-2
P42158	CKL1
Q9LYS9	At3g59070
P42895	ENO2
Q761Z9	Os01g0164500
Q8VY89	APC7
Q9M3B4	RID3
Q9FKP1	CCX1
Q9LVI6	RLK902
Q9XIH6	PLT2
Q43207	FKBP70
Q9JJ09	Slc34a2
Q96321	IMPA1
Q9J579	FPV151
A2X052	ATG5
Q9M0A6	GGP2
Q6L5F4	CML14
Q9M0B7	TET9
Q8RXN5	TYW1
Q6EPQ3	Os02g0678200
Q9SQQ9	MYR2
P0DO17	VIT1
Q60604	Scin
Q56YN8	SMC3
E4USS9	CPYA
Q86KI1	ap2a1-1
Q86KI1	ap2a1-2
O04161	AMT1-2
O80719	At2g47060
Q54QC8	sec1
O61573	gch
Q9FR53	TOR
Q9SP08	RRP41
Q9LXN3	FAR4
A7QEU4	GSVIVT00037159001
P30629	ZK637.2
A6LDP9	aroC
Q9LVD0	RID2
Q9LYN8	EMS1
Q9LTY1	MAD1
Q6Z6S1	API5
P29197	CPN60
O04486	RABA2A
Q9M0V4	YAO
Q9FYF9	At1g67340
P35839	fdhC
P37518	ychF
P22830	FECH
O81316	SCL6
Q9Y6U3	SCIN
Q55909	slr0305
Q0WPZ7	GLE1
O04331	PHB3
Q9SY69	GRP23
O50003	RPL12
Q1PE49	At4g26020
Q9ZUI6	At1g60070
Q74H58	dnaJ
Q8C863	Itch
Q2QM47	BSL2
O65649	FPP5
Q688J2	Os05g0447200
Q8L5Z1	At1g33811
Q9NQ29	LUC7L
A3BXL8	ABCG53
Q9S7T5	OFP14
A5CEN6	infB
Q10181	SPAC3F10.06c
Q9ZP06	At1g53240
Q2EF88	YSL3
Q8RX22	MIP1
Q3UHA3	Spg11
Q2QZ37	OBGM
Q84LK0	MSH1
F4I4W2	HCS2
O22161	FBX5
Q9M310	At3g61590
Q8H7Y8	Os03g0162200
Q9ZUN1	NDL3
Q0WUY1	NADKC
Q8GUK1	DGS1
Q9FLY0	SARD4
B2J1L2	der
P16283	Slc4a3
Q24629	ref(2)P
F4JXF1	GAF1
P59232	RPS27AB
Q3SZD7	CBR1
Q9CA86	PEX2
Q9LY84	At5g14450
Q6Z829	WEE1
Q9LK73	UGT88A1
Q54R82	mkkA
Q08BY5	jmjd4
Q6UD73	LYK3
Q9ZU51	RHA2B
Q9H490	PIGU
Q9CAC4	MYOB2
Q7KVS9	Trf4-1
A6QLT2	MTMR2
O80931	AS1
Q7W181	prs
E2RQ08	RPN1
P48618	FAD7
Q67ZU1	LIP2
Q4WQG5	ccr4
Q9SF53	RPL35A
Q9M2Y6	CGR2
Q9LRZ5	PLDZETA1
Q94KD0	TAF15B
A2A559	Pgap3
Q8IXQ4	GPALPP1
O82162	EYA
B0T899	rplY
P93484	BP80
Q91ZW6	Tmlhe
P90648	mhkB
Q9ZV06	GNAT8
Q1JPP8	SMR4
Q8VYV9	APF1
Q9USP5	gpi8
Q6ZGL9	SPP1
Q94K01	DBR1
Q54F93	mppA2
B0K177	surE
Q9SB37	PMEI7
Q3ZCJ7	TUBA1C
Q66H85	Ankzf1
G5E8P0	Tubgcp6
O65902	CAP1
Q8RWL2	CPK29
Q9ZVT8	RF4
Q922R8	Pdia6
O82514	ADK1
Q949P1	CYP707A1
Q9XXK1	atp-1
Q8H0T5	ERF073
Q9FFQ0	TOL5
A7IPQ1	rplO
Q9SIU2	ABH1
Q6YWF1	GAP1
Q9FGK4	At5g47530
Q9X9S0	pyrDA
O22342	ANT1
Q8L557	EMB514
B7E321	DRB5
F4INW9	MYOB4
Q944A7	BSK1
O49840	PBL3
P20790	rab8A
Q9FI66	DIR3
Q9LHH7	FOLD2
P55809	OXCT1
Q69SP5	ER1
Q570C0	TIR1
P24507	P65-C
Q54I48	slc44a2
Q9LV40	ROPGEF8
O14787	TNPO2
A4FVJ7	rbm48
Q8DHH6	trmB
Q9P974	TIF45
P0CB22	ATX2
Q9LQN6	PLL5
Q9FF18	CYP735A1
Q54I86	slc35b1
F4JSH1	APY7
Q7XSA2	AGO1B
Q54PL2	ints7
Q9LDR9	EXPA10
A5WW08	chfr
Q9U2Z2	ssu-1
Q9UQW6	erg10
Q9SNC3	FLA4
Q9LG23	At1g55890
P67963	csnk1a1
Q9AR38	PPOX1
Q00416	SEN1
Q8GY23	UPL1
Q84M95	PBL28
Q9LIN9	PAGR
F4JP48	MSH4
Q95XX0	ubc-13
Q66GI4	PRORP1
A2YN56	SHR1
Q96WV5	SPBPJ4664.04
P11442	Cltc
P0C7R4	At1g69290
Q9NUD9	PIGV
O59838	pss1
Q93Z81	CAX3
Q42679	SAMDC
Q9M099	SCPL24
Q949W8	XK2
Q92368	rcd1
O22264	MYB12
Q8LDW8	GLX2-4
Q1LXK4	mov10b.1
Q94A15	APTG1
Q50KB1	SEP2
Q67V78	Os06g0236900
Q9ASR0	TUBB3
Q7ZVF3	sdha
O24653	GDI2
P34455	aco-2
Q10B19	TRM13
P46875	KIN14N
Q5R9R1	EDRF1
P20027	MYB2
Q39191	WAK1
Q9SVT8	AMT1-4
Q8GWR0	COX11
Q9LYK6	APRF1
Q9FLR0	NEN1
Q9SCU5	WNK5
Q93YS4	ABCG22
O45228	prdh-1
Q9FNL2	At5g46100
Q7XDQ7	IRL8
Q7XUP7	MSRA2-1
F4J2U9	CFM3A
Q9M2U1	DOF3.6
Q9LFJ8	UGT78D2
P0DMS1	NET2A
Q9C5G5	SAC7
Q6EQG2	Os09g0345700
Q9SKN2	DRB2
Q5RBU7	PRCP
P57742	PFD5
P47991	rpl-6
Q2RBN7	Os11g0104900
Q84N34	HHP2
Q9ZW34	ENO3
Q9ZUT4	PCMP-E50
Q2QKL5	PCS3
Q5FRC5	atpD1
Q3UJZ3	Armc7
Q8GYK7	At5g14285
Q9C8U0	At1g63370
Q92859	NEO1
Q8VZQ2	MYB61
Q1G3M2	At3g19508
Q8LBL5	PRT1
Q94CA0	At1g77220
Q54YT4	mecr
Q39013	NAC002
O64566	PIRL6
Q9LPX2	At1g12775
Q84TG1	RH57
O81077	CYP707A2
A0A0K3AUJ9	prdx-2
O49884	RPL30
Q9ZRJ4	TUBA
Q93YU2	RUS6
Q8L725	MTPC1
Q3MI00	DNAJB1
Q9FNB2	RRL
P72983	sll1509
Q84TI7	HKT1
Q4R8X1	ERGIC3
Q8GYF7	NUP54
Q9LV33	BGLU44
O48916	FAH1
Q9SYJ8	SOK1
O82265	SCC3
Q0WLB5	CHC2
Q9SS03	DIR21
Q9H9B4	SFXN1
F4JJT9	At4g33760
Q9CAN4	PP2A11
Q8JGR4	rpl24
Q7FGZ2	RH1
O60264	SMARCA5
F4I507	VIII-A
Q7XPF8	1
Q7XPF8	HKT1
Q851X7	DER2
Q94C77	At4g34220
Q35322	NAD9
Q9ZSA7	DLO2
B8IFQ2	truA
Q43867	PME1
Q9CAP9	FPP1
Q9R049	Amfr
Q9ZT96	MTERF4
Q9ZUN8	HTD1
Q6USK2	CERK
Q2QV94	SEC10
Q9SKP9	PRP2
O22611	DRM1
Q8BZZ3	Wwp1
Q8L6J4	RPOT1-SYL
Q8L7I1	At4g10930
Q9SXP7	LIP2
P00927	ILV1
Q9ZSZ8	FIP37
Q803X4	dcaf13
Q0WPF2	PCFS4
Q9BV23	ABHD6
Q94AU2	SEC221
Q8RX01	At3g05675
Q07661	NDKR
Q9FMN2	PAH2
Q54S79	wdr3
Q2V0Z5	MIS12
Q9AVK4	SCR
Q1LUM3	endouc
P47927	AP2
P11143	HSP70
O27132	tuf
Q9SZH4	PEP
Q3ZCI9	CCT8
B3FHT4	SCSa
Q9LPC7	CYP18-1
Q10064	SPAC1F5.11c
Q9SXD5	At1g62620
Q9SYZ9	TAF8
Q32LJ2	ARFRP1
Q63055	Arfrp1
Q6NQ66	GULLO2
O22197	RHC1A
Q9M156	UGT72B1
Q75LR2	DAHPS1
Q9SNC6	PUB13
Q84WU8	FTSH3
D5LXJ0	CIP73
Q9LZI2	UXS2
Q9LN62	RRA3
Q6ZLK0	OST48
Q944K2	OST48
Q8RX28	HDA5
D2I2M6	MPPE1
Q8IXU6	SLC35F2
Q5T1Q4	SLC35F1
Q9LPW3	SCRM2
Q9FGH9	EXO70B1
A0A2U7XUE3	CHIL2
P0AB73	fbaA
O52402	fba
Q6EUH7	ADF1
Q2JJQ0	trmB
Q5N2X5	trmB
Q2JRH1	trmB
P73161	trmB
Q94AD8	At5g21040
Q25A68	GATA
B6U151	GATA
O74545	SPCC777.06c
Q2TQ34	AP2-1
Q9LVG2	TOE2
Q8W4M7	XPD
Q24K03	THUMPD1
Q9VZD8	CG15014
Q9LZQ0	At3g62400
P93733	PLDBETA1
Q6ZFZ4	ADL1
Q8RVL2	DEK1
Q9SYA0	At1g61500
F4JT76	VPS54
Q6IEQ7	WRKY24
Q5FVB0	atxn10
Q2TBW0	ATXN10
Q8LCQ4	LHCA6
P28658	Atxn10
Q8R1R3	Stard7
Q8L9S3	GRXC6
P24525	CYP
Q9CR16	Ppid
P27216	ANXA13
P24639	nxnA
Q9MB58	FKFBP
P14912	4CL1
O24145	4CL1
Q8GXN9	TGH
Q67VW6	Os06g0489200
Q9FJ70	FIM3
O81833	SD11
F4KB17	KTN80.3
A0A1P8AW69	KTN80.1
Q9FMK9	PAP29
Q5FV41	At5g25050
Q9SP55	VATG
O82628	VHA-G1
Q8S8S7	PUB34
O81275	CKB3
A7LXU3	BACOVA_02659
Q9SHD0	ZAT4
P18960	RBCS
Q43240	CYP73A12
O48927	CYP78A3
Q9ZNR0	CYP78A6
Q9LU21	PNSB3
B9DFS6	SNX2B
Q8LNP3	OFUT10
O80934	At2g37660
Q9SF29	SYP71
Q7SC98	dph-1
Q3ZC12	EIF3G
Q0WUC5	ALB3L3
Q76E23	EIF4G
Q8GXJ4	GLR3.4
Q9C8E7	GLR3.3
Q7XP59	GLR3.1
Q6NLW5	XRI1
Q03251	RBG8
Q8H329	MTP8
Q3SWZ6	SBDS
Q86KZ5	sbds
P42803	TUR1
Q6L202	tuf
B3VTV7	MYB60
Q1PDV6	PBL27
Q6I5Q6	RLCK185
P49204	RPS4B
Q9LNE7	CML7
Q2HIM9	RALFL31
P0CG50	Ubc
Q8RWV0	TKL-1
O22799	At2g33490
Q9STN5	At4g08330
Q2QY10	CBP
Q54KZ8	eif3m
Q9LMX4	PAP1
Q5MAU8	PAP27
Q6H7M7	OEP80
A2X208	OEP80
Q66GQ3	PDIL1-6
P91850	Bm1_28435
Q96SB4	SRPK1
Q6P0S3	tmem45b
Q84J70	DI19-3
Q6NM26	DI19-6
Q96EN8	MOCOS
Q16P90	mal3
Q94LW6	5
Q94LW6	SULTR3
O04450	CCT5
Q9FLQ7	FH20
Q84ZL0	FH5
Q9SR71	TAF12
Q9SZL7	FRS9
Q94A40	At1g62020
Q9SFX3	OST1A
Q94JW0	At3g58180
Q67Y83	SCPL51
O88576	Slc6a18
Q9Y345	SLC6A5
Q9LSP7	UBC32
Q8VWF5	ML5
Q6ZI17	ML2
Q8N3P4	VPS8
Q94KD3	VPS52
Q9LS42	CASP
Q15032	R3HDM1
Q9FV71	E2FB
Q6YVM4	CESA6
O23016	KAB1
Q42463	DCL
Q9V452	Chrac-16
O24371	LOX3.1
Q8H016	Os03g0179900
Q5N7A7	ERH1
K4CWS6	UGT75C1
Q8S8F8	GEM
P17598	CAT1
Q942N7	Os01g0166100
Q93YR3	At4g22670
P0DKK0	RPT1B
Q9SSB4	RPT1B
Q9MA41	CTL1
Q9XI96	PERK7
Q9ZNQ8	PERK4
Q9LZ00	MED4
Q9SH31	GT16
Q54UB1	trmt6
O04326	NUP35
Q9T030	PCBER1
B0BNA9	Cnot11
Q9EQG6	Kidins220
A0A3L7I2I8	PLA2G6
Q5ZIX3	MEAF6
Q8GWB7	IPUT1
Q52KD8	meaf6
Q9SUI6	PSAH2
Q8VYT2	At4g25940
Q84RR0	ARI7
Q8H136	RH14
Q38859	NRPB11
Q9XGA1	PRS4
P35131	UBC8
Q94DR2	Os01g0360600
P27202	PSBR
Q8LG98	OTU1
B9HBA8	POPTRDRAFT_831870
O04983	CAC2
Q3AD70	guaA
Q1H280	guaA
Q42580	PER21
P24049	Rpl17
